Title,Artist,kinki,love,success,hard,need,feel,day,new,gone,heart,boy,realli,real,think,would,thing,one,hold,sdanger,bitch,leav,danger,around,talk,run,keep,nigga,live,sweet,world,alway,successt,eye,parti,wait,bodi,made,noth,show,bad,turn,long,home,light,hand,work,nigparti,caheart,walk,Emotion
Changes,XXXTENTACION,0,18,0,6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Jonestown (Interlude),Post Malone,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Motiv8,J. Cole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Photograph,J. Cole,1,0,2,0,0,0,1,2,0,4,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,1,0,0,0,0,1,0,0,0,2,0,0,0,c
Sugar Wraith,Post Malone,0,4,5,0,0,3,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,1,4,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,c
Brackets,J. Cole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Feel It Still,Portugal. The Man,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Intro,J. Cole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Let You Down,NF,5,0,2,0,0,7,0,0,0,3,0,1,0,1,0,1,0,0,0,0,1,0,1,3,0,1,0,0,1,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,1,3,0,0,1,c
Once An Addict (Interlude),J. Cole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
The Long Way,Brett Eldredge,0,1,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,1,0,8,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,7,0,0,0,0,0,0,1,c
This Is Me,Keala Settle & The Greatest Showman Ensemble,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,c
Thru Your Phone,Cardi B,2,5,5,0,0,1,0,0,0,1,0,1,0,1,0,3,0,1,2,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,0,c
Thunder,Imagine Dragons,0,0,1,0,0,9,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Wake Me Up!,Avicii,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,c
Window Pain (Outro),J. Cole,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Bad At Love,Halsey,1,13,0,0,0,3,0,0,1,9,1,2,0,1,1,1,5,0,0,1,0,0,0,0,0,0,0,1,0,0,5,0,1,0,1,0,0,0,0,10,0,0,1,0,0,0,0,0,2,c
Bickenhead,Cardi B,6,2,17,0,2,0,0,0,0,0,7,0,0,0,0,0,0,0,1,6,0,0,0,0,1,0,3,0,2,0,0,0,0,0,1,0,0,0,2,1,0,0,2,0,0,1,0,0,0,c
Billy,6ix9ine,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,2,3,0,4,0,1,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,c
Broken Clocks,SZA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,c
Five More Minutes,Scotty McCreery,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,1,c
Get Up 10,Cardi B,3,3,20,2,0,4,1,0,0,2,0,0,1,1,0,2,2,2,3,11,0,2,0,1,3,1,5,0,1,0,0,2,0,3,1,0,0,1,1,1,0,0,0,1,1,0,2,0,1,c
Gotti,6ix9ine,0,0,10,1,2,0,2,0,0,0,0,8,0,0,1,4,2,0,0,1,0,8,0,0,0,1,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,c
Hardaway,Derez De'Shon,0,3,12,8,0,0,3,1,2,3,0,0,0,0,0,0,1,0,2,0,0,0,0,0,1,0,6,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,1,0,1,3,0,0,c
Him & I,G-Eazy & Halsey,1,19,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,c
I Fall Apart,Post Malone,1,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Let Me,Zayn,0,14,3,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,c
Marry Me,Thomas Rhett,2,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Money Bag,Cardi B,11,3,88,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,4,0,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,c
She's With Me,High Valley,0,9,0,4,0,0,3,0,0,4,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,c
Wasted Times,The Weeknd,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,c
All On Me,Devin Dawson,0,10,0,0,2,2,0,0,0,4,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,c
Broken Halos,Chris Stapleton,0,0,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Medicine,Queen Naija,0,3,1,0,1,2,0,0,1,3,2,0,1,1,4,2,1,0,0,0,2,3,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,c
No Roots,Alice Merton,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,0,c
Tell Me You Love Me,Demi Lovato,0,18,0,1,8,0,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,c
Try Me,The Weeknd,1,13,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Beautiful Trauma,P!nk,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,c
Echame La Culpa,Luis Fonsi & Demi Lovato,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Focus,H.E.R.,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,c
No Smoke,YoungBoy Never Broke Again,0,0,13,0,0,0,0,0,4,0,2,0,0,0,0,0,2,0,0,0,3,25,2,3,2,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13,0,1,c
OKRA,"Tyler, The Creator",2,0,1,0,3,0,0,0,0,1,1,1,0,0,0,1,2,0,3,5,0,1,0,1,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,4,0,0,c
Privilege,The Weeknd,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Say Amen (Saturday Night),Panic! At The Disco,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Tempo,Chris Brown,0,24,0,0,1,4,0,0,0,4,0,0,1,0,0,0,2,5,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,c
Written In The Sand,Old Dominion,4,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,3,0,0,0,0,c
44 More,Logic,2,4,10,0,1,0,0,0,0,3,2,1,0,1,1,0,5,1,4,3,1,0,3,1,1,1,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,c
Betrayed,Lil Xan,4,6,5,0,1,1,0,3,0,1,0,0,0,0,0,0,1,0,6,6,0,3,0,0,0,1,1,0,0,0,1,0,0,38,0,1,2,0,0,0,0,0,0,0,0,0,0,0,1,c
Booty,Blac Youngsta,7,7,18,2,0,0,0,0,0,1,1,5,0,5,0,0,1,0,0,6,1,7,1,0,0,0,2,0,1,0,0,2,0,3,0,0,1,0,1,0,1,0,0,1,0,7,1,0,0,c
Gummo,6ix9ine,0,2,10,0,0,1,0,2,0,1,0,1,0,0,0,0,0,2,6,6,0,7,0,2,2,2,16,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,10,0,0,c
Lost In Japan,Shawn Mendes,0,5,3,0,0,1,0,0,0,0,0,0,0,6,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
MotorSport,"Migos, Nicki Minaj & Cardi B",6,3,12,0,1,3,1,1,0,2,0,0,0,0,1,4,1,0,0,2,0,11,0,0,0,0,3,0,0,0,0,0,0,5,0,0,1,0,1,8,1,0,0,0,2,1,2,0,1,c
Narcos,Migos,0,0,3,0,0,0,0,0,0,1,0,1,4,0,0,1,0,0,0,0,0,3,0,1,1,0,5,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,c
Rubbin Off The Paint,YBN Nahmir,3,1,3,0,0,1,0,0,0,2,0,4,0,1,0,0,2,0,0,0,1,29,1,0,0,2,10,1,0,0,2,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,9,0,0,c
Everybody Hates Me,The Chainsmokers,2,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,12,c
Going Down!,XXXTENTACION,0,0,1,0,2,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
How Long,Charlie Puth,1,14,0,0,0,3,0,0,1,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,c
Numb,XXXTENTACION,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Young Dumb & Broke,Khalid,7,6,12,0,0,0,0,1,0,1,0,0,0,14,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,c
BoomTrap Protocol,Logic,0,4,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,2,9,5,3,2,0,0,0,0,0,1,0,0,0,0,0,2,1,0,8,0,2,0,1,1,0,0,0,0,0,0,0,c
Contra,Logic,0,0,7,0,0,0,0,1,0,0,7,1,0,0,0,6,1,1,7,16,0,0,6,0,0,5,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,c
Midnight,Logic,0,4,3,0,4,4,0,0,0,0,0,0,1,0,0,0,0,0,8,5,4,10,5,0,1,0,0,1,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,c
Overnight,Logic,0,2,8,4,0,8,0,0,0,0,3,12,0,7,0,0,0,0,12,4,0,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,1,0,0,0,2,0,0,0,0,0,c
Sorry Not Sorry,Demi Lovato,0,25,0,0,0,5,0,0,0,0,0,0,0,0,3,1,0,0,0,4,0,3,0,10,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,10,3,0,0,0,0,0,0,0,12,c
X,"ScHoolboy Q, 2 Chainz & Saudi",2,1,5,1,2,0,8,0,0,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,3,4,4,1,0,0,0,0,1,8,0,2,0,0,0,0,1,0,0,0,2,0,0,0,c
Yuck,Logic,0,6,6,0,0,2,0,0,0,3,0,0,0,0,0,1,0,1,1,1,2,1,0,4,0,0,0,0,0,0,3,0,2,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,c
Paramedic!,SOB X RBE,1,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,2,2,0,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,c
Stranger Things,Joyner Lucas & Chris Brown,1,0,8,1,2,3,0,1,0,3,1,2,1,1,0,0,1,0,5,12,2,4,2,3,1,4,8,0,1,0,0,1,1,2,1,0,0,0,1,1,1,0,0,1,0,0,16,0,2,c
Bodak Yellow (Money Moves),Cardi B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Break Up In The End,Cole Swindell,1,3,1,0,0,0,0,0,0,2,0,0,0,1,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,c
Kooda,6ix9ine,0,0,3,0,3,0,0,0,0,1,8,4,0,0,0,3,0,0,11,0,0,6,0,5,6,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,c
Make Me Feel,Janelle Monae,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Rock,Plies,1,3,0,0,1,0,0,0,0,1,0,0,0,0,0,4,0,7,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
The Ways,Khalid & Swae Lee,0,20,0,0,1,0,20,0,0,1,0,12,0,0,0,0,2,0,0,0,0,1,0,2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,4,0,2,0,0,1,0,0,1,0,0,c
Want You Back,5 Seconds Of Summer,1,0,0,0,0,0,0,0,5,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,1,0,0,0,3,0,0,0,1,0,1,0,c
You Broke Up With Me,Walker Hayes,3,12,8,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,c
Yours,Russell Dickerson,4,2,1,0,0,2,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,c
Big Shot,Kendrick Lamar & Travis Scott,0,2,3,0,2,0,0,0,0,0,0,0,2,0,0,0,1,0,0,6,0,2,0,0,0,0,3,1,0,0,0,0,0,8,3,6,0,0,0,0,0,0,0,0,0,2,1,0,0,c
Female,Keith Urban,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,c
For You (Fifty Shades Freed),Liam Payne & Rita Ora,2,15,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,5,0,1,0,0,0,0,0,1,1,0,0,0,0,0,c
Gucci Gang,Lil Pump,0,6,127,0,0,0,2,7,0,1,0,1,0,0,0,0,0,1,0,25,0,106,1,1,2,0,3,0,0,0,0,0,0,6,0,0,3,0,2,0,0,0,0,0,0,0,2,0,0,c
Legends,Kelsea Ballerini,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,7,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,c
One Foot,WALK THE MOON,0,8,2,0,0,0,0,0,0,4,0,0,0,0,0,0,26,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,0,0,1,0,0,0,1,c
Shape Of You,Ed Sheeran,1,44,0,0,0,0,6,6,0,0,2,0,0,0,0,0,1,0,0,0,1,0,0,4,0,0,0,0,0,0,0,2,0,2,0,17,0,0,0,0,0,0,0,0,1,0,0,0,0,c
Too Good At Goodbyes,Sam Smith,0,6,0,0,0,9,0,1,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,c
Black Panther,Kendrick Lamar,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Criminal,Natti Natasha x Ozuna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Filthy,Justin Timberlake,0,8,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,c
Rewrite The Stars,Zac Efron & Zendaya,0,1,1,0,0,0,0,0,0,4,0,0,0,2,0,0,6,0,0,0,0,0,0,0,1,4,0,0,0,3,0,0,0,2,0,0,1,2,0,0,0,0,0,0,2,0,0,1,1,c
A Girl Like You,Easton Corbin,1,21,0,0,0,0,0,0,0,0,1,0,0,0,0,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,c
Diplomatic Immunity,Drake,0,8,6,0,0,0,1,0,0,2,2,0,0,0,0,1,1,0,5,0,0,1,3,1,1,2,0,0,0,0,1,1,0,1,0,1,0,0,2,0,1,0,0,0,0,0,4,0,0,c
Like I Loved You,Brett Young,0,14,0,0,1,0,0,3,0,6,0,3,1,4,2,0,1,0,0,0,1,0,0,1,0,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Losing Sleep,Chris Young,0,3,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,4,0,0,0,0,0,c
Man Of The Woods,Justin Timberlake,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4,4,0,0,0,2,c
Sick Boy,The Chainsmokers,0,0,0,0,0,0,0,0,0,11,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,c
Supplies,Justin Timberlake,4,13,0,0,11,0,0,0,0,1,0,0,0,0,0,0,3,0,3,0,3,4,1,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,1,0,3,0,0,3,0,2,0,1,3,c
Auto Pilot,Migos,3,1,18,0,5,0,0,0,0,3,0,0,0,2,0,0,0,0,0,7,0,4,0,1,2,0,18,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,7,0,0,c
Believer,Imagine Dragons,2,1,1,0,0,1,0,0,0,0,0,0,0,1,1,5,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,c
Emoji A Chain,Migos,2,0,4,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,17,1,0,18,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,1,6,0,1,c
Gang Gang,Migos,0,2,5,0,0,3,0,0,0,0,0,1,0,1,3,0,0,1,4,0,0,78,0,1,0,0,0,0,0,0,6,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,c
Higher We Go (Intro),Migos,2,0,8,1,1,0,1,0,0,1,4,0,0,0,0,0,0,0,1,0,1,7,1,0,0,1,3,0,0,0,0,0,0,6,0,0,0,0,1,0,0,0,1,0,0,0,3,0,2,c
Round Here Buzz,Eric Church,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,c
Supastars,Migos,4,4,14,0,1,1,0,5,0,2,0,0,1,1,0,1,0,0,1,2,0,16,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,1,0,0,5,0,0,c
Attention,Charlie Puth,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,c
Bank Account,21 Savage,1,0,6,0,0,0,0,1,0,0,0,2,6,0,0,0,0,0,5,13,0,20,0,1,0,2,2,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,c
Greatest Love Story,LANCO,0,8,1,0,3,0,3,0,0,1,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,0,2,0,c
I'll Name The Dogs,Blake Shelton,1,5,4,0,0,1,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
Ice Tray,Quavo & Lil Yachty,1,0,1,0,1,0,0,0,0,3,1,0,0,1,1,0,0,0,0,4,0,24,1,0,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,c
My Dawg,Lil Baby,1,2,5,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,1,2,0,0,0,0,1,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,2,0,2,c
Never Enough,Loren Allred,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,c
No Name,NF,2,2,6,1,1,1,1,0,1,6,0,1,0,7,0,2,0,2,0,0,2,0,0,2,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,1,c
The Greatest Show,"Hugh Jackman, Keala Settle, Zac Efron, Zendaya & The Greatest Showman Ensemble",0,0,2,0,2,2,0,0,0,6,0,0,1,1,0,0,0,1,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0,8,0,0,0,0,0,c
...Ready For It?,Taylor Swift,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,c
My My My!,Troye Sivan,0,6,3,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,6,6,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,c
The Weekend,SZA,0,4,1,0,1,0,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,c
Home,"Machine Gun Kelly, X Ambassadors & Bebe Rexha",1,0,3,1,1,5,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,2,0,0,2,1,30,0,0,0,0,0,0,c
I Could Use A Love Song,Maren Morris,0,9,1,0,1,1,0,0,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,1,1,0,0,0,5,0,0,0,c
Juice,Yo Gotti,2,1,18,0,0,3,0,3,0,3,0,0,0,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,c
That's What I Like,Bruno Mars,1,13,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,3,1,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,c
Too Much To Ask,Niall Horan,0,7,1,0,0,6,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,4,2,0,0,0,0,0,0,0,0,1,0,0,0,0,4,c
